"","train_accuracy","train_PIG","test_accuracy","test_PIG","train_e","train_f","train_g","train_h","test_e","test_f","test_g","test_h"
"1",0.722624798711755,0.147306436376337,0.719693918646798,0.141880091957669,823,373,316,972,783,382,314,1004
